instrument,asset_class,direction,setup_type,call_type,timestamp,entry,stoploss,target,rr,rr_tier,outcome,exit_price,r_multiple
CUB,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-17T15:10:00+05:30,200.5,199.72,202.1,2.05,01:02,LOST,199.72,-1
CUB,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-18T11:55:00+05:30,198.7,197.07,201,1.41,01:01,WON,201,1.41
CUB,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-06-24T14:40:00+05:30,204.6,203.05,206.4,1.16,01:01,LOST,203.05,-1
CUB,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-06-24T14:40:00+05:30,204.6,203.04,206.4,1.16,01:01,LOST,203.04,-1
CUB,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-07-02T10:35:00+05:30,216.37,217.8,212.29,2.85,01:03,LOST,217.8,-1
CIPLA,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-06-29T11:00:00+05:30,1481.5,1479.34,1489.9,3.88,01:04,LOST,1479.34,-1
CHOLAFIN,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-06-08T14:50:00+05:30,1459.2,1460.63,1454.7,3.14,01:03,WON,1454.7,3.15
CHOLAFIN,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-06-19T11:05:00+05:30,1695,1691.36,1704.1,2.5,01:02,LOST,1691.36,-1
CHOLAFIN,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-22T14:55:00+05:30,1714.1,1718.89,1707.1,1.46,01:01,LOST,1718.89,-1
CHOLAFIN,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-22T14:55:00+05:30,1714.1,1718.88,1707.1,1.46,01:01,LOST,1718.88,-1
CHOLAHLDNG,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-12T14:15:00+05:30,1705.9,1684.89,1727.2,1.01,01:01,WON,1727.2,1.01
CHOLAHLDNG,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-12T14:15:00+05:30,1705.9,1684.79,1727.2,1.01,01:01,WON,1727.2,1.01
CHOLAHLDNG,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-14T12:00:00+05:30,1680.8,1665.18,1718.3,2.4,01:02,LOST,1665.18,-1
CLEAN,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-09T11:40:00+05:30,768.9,766.77,772,1.45,01:01,LOST,766.77,-1
CONCORDBIO,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-15T11:30:00+05:30,1383.2,1404.45,1341.6,1.96,01:02,WON,1341.6,1.96
CONCORDBIO,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-15T11:30:00+05:30,1383.2,1404.43,1341.6,1.96,01:02,WON,1341.6,1.96
CONCORDBIO,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-06-25T10:40:00+05:30,1303.6,1283.87,1326.4,1.16,01:01,LOST,1283.87,-1
COFORGE,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-19T14:15:00+05:30,1417.2,1424.9,1371,6,01:06,LOST,1424.9,-1
COFORGE,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-06-02T11:15:00+05:30,1550.3,1529.28,1613.37,3,01:03,LOST,1529.28,-1
COFORGE,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-05T11:20:00+05:30,1443.2,1445.08,1435.8,3.94,01:04,LOST,1445.08,-1
COFORGE,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-06-18T11:00:00+05:30,1483.7,1475.72,1496.8,1.64,01:02,LOST,1475.72,-1
COFORGE,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-06-18T11:30:00+05:30,1480.4,1478.95,1496.8,11.29,01:11,LOST,1478.95,-1
COFORGE,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-06-19T14:55:00+05:30,1455.6,1448.48,1467.8,1.71,01:02,WON,1467.8,1.71
CAMS,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-26T10:40:00+05:30,764.6,766.2,762.4,1.38,01:01,LOST,766.2,-1
CAMS,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-26T10:40:00+05:30,764.6,766.21,762.4,1.37,01:01,LOST,766.21,-1
CAMS,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-29T13:45:00+05:30,792.1,796.42,785.6,1.51,01:02,LOST,796.42,-1
CAMS,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-29T14:10:00+05:30,793.1,796.35,785.6,2.31,01:02,LOST,796.35,-1
COHANCE,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-13T11:45:00+05:30,461.15,470.95,443.85,1.77,01:02,WON,443.85,1.77
COHANCE,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-21T10:15:00+05:30,423.95,425.83,421.1,1.52,01:02,WON,421.1,1.52
COHANCE,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-21T10:40:00+05:30,424.2,425.82,421.1,1.92,01:02,WON,421.1,1.91
COLPAL,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-12T14:50:00+05:30,2135.6,2148.55,2121,1.13,01:01,WON,2121,1.13
COLPAL,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-06-23T14:55:00+05:30,1983.3,1984.62,1976.8,4.93,01:05,LOST,1984.62,-1
COLPAL,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-06-23T14:55:00+05:30,1983.3,1984.43,1976.8,5.74,01:06,LOST,1984.43,-1
CREDITACC,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-18T14:20:00+05:30,1303.1,1309.13,1292.1,1.82,01:02,WON,1292.1,1.82
CREDITACC,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-18T14:20:00+05:30,1303.1,1309.11,1292.1,1.83,01:02,WON,1292.1,1.83
CREDITACC,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-06-15T15:00:00+05:30,1377,1371.56,1496.7,22.02,01:22,LOST,1371.56,-1
CREDITACC,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-06-16T14:50:00+05:30,1409.8,1405.64,1496.7,20.91,01:21,LOST,1405.64,-1
CREDITACC,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-06-24T14:45:00+05:30,1456,1436.11,1496.7,2.05,01:02,LOST,1436.11,-1
CREDITACC,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-06-24T14:45:00+05:30,1456,1423.08,1496.7,1.24,01:01,LOST,1423.08,-1
CREDITACC,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-29T14:40:00+05:30,1446.7,1439.44,1468.3,2.98,01:03,LOST,1439.44,-1
CRAFTSMAN,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-21T12:00:00+05:30,8596.5,8655.22,8537,1.01,01:01,WON,8537,1.01
CRAFTSMAN,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-17T11:05:00+05:30,9419,9434.76,9310.5,6.88,01:07,LOST,9434.76,-1
CONCOR,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-02T14:25:00+05:30,460,458.5,464.15,2.76,01:03,LOST,458.5,-1
CONCOR,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-06-03T14:05:00+05:30,450.15,450.76,446,6.86,01:07,LOST,450.76,-1
CONCOR,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-06-03T14:05:00+05:30,450.15,450.76,446,6.83,01:07,LOST,450.76,-1
CONCOR,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-05T11:20:00+05:30,451.55,453.1,449.75,1.16,01:01,WON,449.75,1.16
CONCOR,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-05T14:40:00+05:30,453.2,451.24,457.5,2.19,01:02,LOST,451.24,-1
CONCOR,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-08T14:40:00+05:30,445.15,442.22,452.7,2.58,01:03,WON,452.7,2.58
CONCOR,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-08T14:40:00+05:30,445.15,442.22,452.7,2.57,01:03,WON,452.7,2.58
COROMANDEL,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-19T14:45:00+05:30,1884.3,1899.35,1868.1,1.08,01:01,WON,1868.1,1.08
COROMANDEL,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-05-29T15:00:00+05:30,1771,1797.2,1692.39,3,01:03,LOST,1797.2,-1
CUMMINSIND,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-15T11:00:00+05:30,5380,5411.03,5324,1.8,01:02,LOST,5411.03,-1
CUMMINSIND,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-15T11:00:00+05:30,5380,5411.19,5324,1.8,01:02,LOST,5411.19,-1
CUMMINSIND,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-22T11:15:00+05:30,5362,5335.29,5398,1.35,01:01,WON,5398,1.35
CUMMINSIND,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-22T11:15:00+05:30,5362,5335.32,5398,1.35,01:01,WON,5398,1.35
CUMMINSIND,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-29T14:40:00+05:30,5947.5,5899.5,6004.5,1.19,01:01,LOST,5899.5,-1
CUMMINSIND,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-29T14:40:00+05:30,5947.5,5899.95,6004.5,1.2,01:01,LOST,5899.95,-1
CUMMINSIND,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-01T12:15:00+05:30,5747,5720.66,5967,8.35,01:08,LOST,5720.66,-1
CUMMINSIND,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-06-09T14:40:00+05:30,5618.5,5593.3,5728,4.35,01:04,LOST,5593.3,-1
CUMMINSIND,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-07-01T14:45:00+05:30,5655.5,5659.93,5639.5,3.61,01:04,LOST,5659.93,-1
CUMMINSIND,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-07-01T14:45:00+05:30,5655.5,5659.65,5639.5,3.86,01:04,LOST,5659.65,-1
CROMPTON,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-12T11:20:00+05:30,286.55,284.35,290.8,1.93,01:02,LOST,284.35,-1
CROMPTON,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-12T11:35:00+05:30,286.9,284.35,290.8,1.53,01:02,LOST,284.35,-1
CROMPTON,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-05-15T11:35:00+05:30,298.85,297.9,301.35,2.62,01:03,WON,301.35,2.63
CROMPTON,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-19T14:30:00+05:30,295,296.69,290.7,2.55,01:03,WON,290.7,2.54
CROMPTON,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-02T14:45:00+05:30,273.3,272.08,275.65,1.93,01:02,LOST,272.08,-1
CROMPTON,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-05T14:40:00+05:30,268.05,266.45,271.8,2.35,01:02,LOST,266.45,-1
DCMSHRIRAM,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-02T14:30:00+05:30,1037.9,1031.97,1048.9,1.86,01:02,LOST,1031.97,-1
DCMSHRIRAM,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-06-22T14:55:00+05:30,1037.3,1038.61,1035.1,1.68,01:02,LOST,1038.61,-1
DCMSHRIRAM,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-06-22T14:55:00+05:30,1037.3,1038.62,1035.1,1.66,01:02,LOST,1038.62,-1
DCMSHRIRAM,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-07-03T10:40:00+05:30,1027.3,1028.74,1025.1,1.53,01:02,LOST,1028.74,-1
DABUR,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-20T14:40:00+05:30,452.2,449.61,458.35,2.38,01:02,LOST,449.61,-1
DABUR,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-20T14:40:00+05:30,452.2,449.61,458.35,2.37,01:02,LOST,449.61,-1
DABUR,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-05-25T15:00:00+05:30,447.5,448.54,445.8,1.64,01:02,WON,445.8,1.63
DABUR,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-02T14:45:00+05:30,425.15,422.77,427.55,1.01,01:01,LOST,422.77,-1
DABUR,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-03T14:00:00+05:30,419.4,417.57,424.55,2.82,01:03,LOST,417.57,-1
DABUR,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-06-19T14:40:00+05:30,422.5,424.01,420.75,1.16,01:01,LOST,424.01,-1
DABUR,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-07-03T15:10:00+05:30,444.8,444.59,445.25,2.17,01:02,LOST,444.59,-1
DLF,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-18T11:30:00+05:30,564.25,561.6,572.8,3.23,01:03,LOST,561.6,-1
DLF,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-02T14:45:00+05:30,590.9,590.73,593.4,14.55,01:15,LOST,590.73,-1
DLF,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-02T14:45:00+05:30,590.9,590.74,593.4,16.09,01:16,LOST,590.74,-1
DLF,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-19T11:35:00+05:30,630.4,632.9,624.1,2.52,01:03,WON,624.1,2.52
DOMS,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-05-29T14:15:00+05:30,2195.7,2197.57,2190.3,2.89,01:03,LOST,2197.57,-1
DOMS,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-08T14:50:00+05:30,2082.4,2097.44,2066.8,1.04,01:01,LOST,2097.44,-1
DALBHARAT,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-13T11:00:00+05:30,1762.9,1753.12,1776.3,1.37,01:01,WON,1776.3,1.37
DALBHARAT,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-08T11:00:00+05:30,1679.9,1672.34,1692.9,1.72,01:02,LOST,1672.34,-1
DALBHARAT,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-06-11T10:30:00+05:30,1617,1621.32,1612,1.16,01:01,WON,1612,1.16
DALBHARAT,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-06-16T14:35:00+05:30,1707,1707.64,1702.6,6.83,01:07,LOST,1707.64,-1
DEEPAKFERT,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-13T11:40:00+05:30,1272.2,1284.89,1235.6,2.88,01:03,LOST,1284.89,-1
DEEPAKFERT,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-13T11:40:00+05:30,1272.2,1284.9,1235.6,2.88,01:03,LOST,1284.9,-1
DEEPAKFERT,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-04T10:35:00+05:30,1431.9,1421.17,1449.5,1.64,01:02,LOST,1421.17,-1
DEEPAKFERT,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-04T10:35:00+05:30,1431.9,1421.17,1449.5,1.64,01:02,LOST,1421.17,-1
DATAPATTNS,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-19T11:55:00+05:30,3720,3678.45,3802.2,1.98,01:02,LOST,3678.45,-1
DATAPATTNS,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-05-25T11:10:00+05:30,4118,4098.09,4167,2.46,01:02,LOST,4098.09,-1
DATAPATTNS,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-06-12T11:15:00+05:30,4475.5,4431.59,4718,5.52,01:06,LOST,4431.59,-1
DATAPATTNS,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-25T12:05:00+05:30,4572.8,4553.22,4605,1.64,01:02,LOST,4553.22,-1
DATAPATTNS,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-07-02T11:40:00+05:30,4637.9,4598.26,4718,2.02,01:02,LOST,4598.26,-1
DEEPAKNTR,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-12T15:05:00+05:30,1835.5,1829.48,1844.9,1.56,01:02,WON,1844.9,1.56
DEEPAKNTR,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-12T15:05:00+05:30,1835.5,1829.4,1844.9,1.54,01:02,WON,1844.9,1.54
DEEPAKNTR,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-27T15:20:00+05:30,1719.6,1711.1,1730.8,1.32,01:01,WON,1730.8,1.32
DEEPAKNTR,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-12T13:45:00+05:30,1664.6,1657.56,1672.3,1.09,01:01,WON,1672.3,1.09
DEEPAKNTR,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-06-29T10:25:00+05:30,1590.7,1602.8,1554.4,3,01:03,WON,1554.4,3
DELHIVERY,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-21T10:25:00+05:30,458.75,460.79,455.85,1.42,01:01,WON,455.85,1.42
DELHIVERY,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-26T14:15:00+05:30,458.4,458.6,457.15,6.35,01:06,LOST,458.6,-1
DIVISLAB,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-22T11:35:00+05:30,6840,6817.92,6866.5,1.2,01:01,LOST,6817.92,-1
DIVISLAB,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-03T11:40:00+05:30,6535,6552.83,6465.5,3.9,01:04,LOST,6552.83,-1
DIVISLAB,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-03T11:40:00+05:30,6535,6552.78,6465.5,3.91,01:04,LOST,6552.78,-1
DEVYANI,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-25T14:20:00+05:30,116.24,116.33,115.65,6.37,01:06,LOST,116.33,-1
DEVYANI,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-25T14:20:00+05:30,116.24,116.33,115.65,6.41,01:06,LOST,116.33,-1
DEVYANI,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-06-11T10:40:00+05:30,106.94,107.33,106.5,1.12,01:01,WON,106.5,1.13
DIXON,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-11T10:15:00+05:30,11470,11449.21,11540,3.37,01:03,LOST,11449.21,-1
EIDPARRY,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-15T10:20:00+05:30,793.95,789.17,799.3,1.12,01:01,LOST,789.17,-1
EIDPARRY,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-15T10:35:00+05:30,794.2,789.17,799.3,1.01,01:01,LOST,789.17,-1
EIDPARRY,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-12T10:45:00+05:30,716.2,716.41,709.2,33.08,01:33,LOST,716.41,-1
EIDPARRY,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-12T10:45:00+05:30,716.2,716.43,709.2,30.75,01:31,LOST,716.43,-1
EIDPARRY,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-06-19T10:45:00+05:30,705.1,707.67,701.25,1.5,01:01,WON,701.25,1.5
DRREDDY,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-05-15T10:30:00+05:30,1331.8,1312.61,1389.36,3,01:03,LOST,1312.61,-1
DRREDDY,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-22T14:00:00+05:30,1314.4,1314.07,1315.9,4.62,01:05,LOST,1314.07,-1
DRREDDY,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-06-29T10:35:00+05:30,1406.7,1401.2,1414.5,1.42,01:01,LOST,1401.2,-1
DRREDDY,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-07-03T10:15:00+05:30,1374,1365.61,1387.5,1.61,01:02,WON,1387.5,1.61
DRREDDY,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-07-03T11:10:00+05:30,1372.8,1365.54,1387.5,2.03,01:02,WON,1387.5,2.02
EICHERMOT,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-05-13T10:40:00+05:30,6965,6996.06,6866,3.19,01:03,LOST,6996.06,-1
EICHERMOT,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-22T11:00:00+05:30,6960,6982.41,6892.5,3.01,01:03,LOST,6982.41,-1
EICHERMOT,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-22T11:00:00+05:30,6960,6982.37,6892.5,3.02,01:03,LOST,6982.37,-1
EICHERMOT,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-11T13:45:00+05:30,7180,7158.32,7235,2.54,01:03,LOST,7158.32,-1
EICHERMOT,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-06-15T10:25:00+05:30,7523,7471.27,7678.2,3,01:03,LOST,7471.27,-1
EIHOTEL,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-05-29T14:20:00+05:30,308,309.7,302.89,3,01:03,LOST,309.7,-1
EIHOTEL,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-05-29T15:00:00+05:30,304,309.71,286.86,3,01:03,WON,286.86,3
ELGIEQUIP,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-05-20T15:05:00+05:30,566.05,560.82,571.65,1.07,01:01,LOST,560.82,-1
ELGIEQUIP,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-05-20T15:05:00+05:30,566.05,560.83,571.65,1.07,01:01,LOST,560.83,-1
ELGIEQUIP,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-05-27T10:40:00+05:30,582.6,574.3,607.51,3,01:03,LOST,574.3,-1
ELGIEQUIP,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-05-27T11:00:00+05:30,583.25,574.29,610.13,3,01:03,LOST,574.29,-1
ELGIEQUIP,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-08T14:20:00+05:30,601.95,605.66,596.4,1.5,01:01,WON,596.4,1.5
ELGIEQUIP,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-08T14:20:00+05:30,601.95,605.65,596.4,1.5,01:01,WON,596.4,1.5
ELGIEQUIP,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-15T14:50:00+05:30,608.55,609.08,605.15,6.45,01:06,LOST,609.08,-1
ELGIEQUIP,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-19T14:50:00+05:30,608.9,610.19,607.6,1.01,01:01,WON,607.6,1.01
ELGIEQUIP,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-19T14:50:00+05:30,608.9,610.17,607.6,1.02,01:01,WON,607.6,1.02
ELECON,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-14T13:55:00+05:30,496.6,496.05,500.5,7.09,01:07,LOST,496.05,-1
ELECON,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-14T14:05:00+05:30,497,496.06,500.5,3.73,01:04,LOST,496.06,-1
ELECON,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-18T14:25:00+05:30,481.85,480.96,484.7,3.22,01:03,WON,484.7,3.2
ELECON,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-18T14:35:00+05:30,481.75,480.97,484.7,3.78,01:04,WON,484.7,3.78
ELECON,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-04T14:10:00+05:30,509.2,511.23,506.8,1.18,01:01,WON,506.8,1.18
ELECON,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-06-15T14:45:00+05:30,559.95,556.67,563.4,1.05,01:01,WON,563.4,1.05
EMCURE,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-19T10:35:00+05:30,1693.5,1701.74,1682.2,1.37,01:01,LOST,1701.74,-1
EMCURE,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-24T12:10:00+05:30,1830,1814.71,1850,1.31,01:01,WON,1850,1.31
EMAMILTD,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-05-12T14:50:00+05:30,433.5,434.75,432.25,1,01:01,WON,432.25,1
EMAMILTD,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-29T10:50:00+05:30,400.3,399.38,401.55,1.36,01:01,LOST,399.38,-1
EMAMILTD,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-08T10:35:00+05:30,384.05,382.21,386.8,1.5,01:01,WON,386.8,1.49
EMAMILTD,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-08T10:35:00+05:30,384.05,382.21,386.8,1.49,01:01,WON,386.8,1.49
EMAMILTD,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-10T14:50:00+05:30,394.8,395.05,393.75,4.17,01:04,LOST,395.05,-1
EMAMILTD,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-10T14:50:00+05:30,394.8,395.06,393.75,4.08,01:04,LOST,395.06,-1
ENDURANCE,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-05-14T14:10:00+05:30,2602.8,2583.73,2625.2,1.17,01:01,WON,2625.2,1.17
ENDURANCE,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-05-25T14:40:00+05:30,2779,2775.49,2796.3,4.92,01:05,WON,2796.3,4.93
ENDURANCE,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-27T11:50:00+05:30,2748.6,2760.27,2733,1.34,01:01,WON,2733,1.34
ENDURANCE,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-01T14:40:00+05:30,2751.7,2758.68,2740.2,1.65,01:02,WON,2740.2,1.65
ENDURANCE,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-10T11:00:00+05:30,2498.8,2482.54,2517.2,1.13,01:01,WON,2517.2,1.13
ENDURANCE,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-06-25T10:40:00+05:30,2776.1,2761.44,2796.3,1.38,01:01,LOST,2761.44,-1
ERIS,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-13T11:10:00+05:30,1355.9,1350.23,1376.6,3.65,01:04,LOST,1350.23,-1
ERIS,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-13T11:10:00+05:30,1355.9,1350.25,1376.6,3.66,01:04,LOST,1350.25,-1
ERIS,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-06-23T10:35:00+05:30,1470,1465.13,1530,12.31,01:12,LOST,1465.13,-1
ERIS,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-06-23T11:25:00+05:30,1476.8,1464.75,1530,4.41,01:04,LOST,1464.75,-1
ETERNAL,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-05-13T14:30:00+05:30,238.98,240.14,236.98,1.73,01:02,LOST,240.14,-1
ETERNAL,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-22T13:45:00+05:30,264.95,265.84,257.95,7.82,01:08,LOST,265.84,-1
